event_id,user_id,event_timestamp,event_name,experiment_group,device,traffic_source,session_id
E00033013,U017944,2026-07-03 21:05:00.941197672,purchase,treatment,mobile,paid_search,S_U017944_1783110510
E00018086,U009774,2026-07-14 08:39:02.180822048,payment_attempt,treatment,desktop,direct,S_U009774_1784017382
E00003933,U002111,2026-07-08 14:50:39.072504056,payment_attempt,control,mobile,paid_search,S_U002111_1783521039
E00024487,U013286,2026-07-12 03:38:29.197427734,checkout_view,treatment,desktop,organic,S_U013286_1783827509
E00006555,U003509,2026-07-03 17:24:26.502527887,checkout_view,treatment,desktop,organic,S_U003509_1783099466
E00029068,U015784,2026-07-14 02:28:24.377687713,checkout_view,treatment,mobile,paid_search,S_U015784_1783996104
E00033682,U018302,2026-07-10 15:26:20.702397446,checkout_view,treatment,mobile,paid_search,S_U018302_1783697180
E00024420,U013246,2026-07-14 18:46:50.308491188,checkout_view,control,desktop,organic,S_U013246_1784054810
E00007430,U003970,2026-07-12 10:41:14.706370002,payment_attempt,treatment,mobile,paid_search,S_U003970_1783851974
E00021323,U011564,2026-07-07 11:57:08.769296692,payment_attempt,treatment,mobile,paid_search,S_U011564_1783424888
E00018998,U010263,2026-07-03 09:27:09.401392856,purchase,control,desktop,organic,S_U010263_1783070240
E00014989,U008102,2026-07-02 20:41:28.818760224,checkout_view,treatment,mobile,organic,S_U008102_1783024888
E00017013,U009191,2026-07-03 15:40:48.891331490,purchase,treatment,desktop,organic,S_U009191_1783092585
E00001461,U000775,2026-07-13 06:57:36.070458474,checkout_view,control,desktop,organic,S_U000775_1783925856
E00025044,U013592,2026-07-10 08:45:02.113599976,checkout_view,control,mobile,email,S_U013592_1783673102
E00015164,U008204,2026-07-03 18:27:27.700093658,checkout_view,treatment,mobile,email,S_U008204_1783103247
E00008890,U004768,2026-07-04 19:52:03.794642712,checkout_error,treatment,mobile,organic,S_U004768_1783194680
E00024646,U013372,2026-07-07 16:02:40.236213432,purchase,control,mobile,paid_search,S_U013372_1783438564
E00010737,U005756,2026-07-06 06:09:51.183090116,payment_attempt,control,mobile,organic,S_U005756_1783316751
E00022088,U011973,2026-07-07 11:52:43.265521012,checkout_view,treatment,desktop,organic,S_U011973_1783425163
E00024246,U013153,2026-07-01 07:34:13.540124208,payment_attempt,control,desktop,organic,S_U013153_1782890473
E00025416,U013809,2026-07-08 23:47:12.570984084,checkout_view,treatment,desktop,paid_search,S_U013809_1783554432
E00013674,U007388,2026-07-08 03:20:12.105105227,payment_attempt,treatment,mobile,paid_search,S_U007388_1783480332
E00016680,U009012,2026-07-11 16:32:17.126213882,checkout_view,treatment,mobile,paid_search,S_U009012_1783787537
E00034593,U018792,2026-07-14 12:09:00.020364986,payment_attempt,treatment,mobile,paid_search,S_U018792_1784029560
E00000768,U000389,2026-07-03 00:10:57.000331368,purchase,control,desktop,paid_search,S_U000389_1783036555
E00004611,U002480,2026-07-04 12:44:54.776143942,payment_attempt,control,desktop,direct,S_U002480_1783167894
E00035281,U019163,2026-07-11 08:24:46.282470868,purchase,control,mobile,organic,S_U019163_1783757950
E00004227,U002276,2026-07-05 00:20:39.704814976,purchase,treatment,desktop,email,S_U002276_1783209756
E00025012,U013571,2026-07-01 08:10:56.690509676,checkout_view,treatment,mobile,direct,S_U013571_1782893456
E00035680,U019396,2026-07-13 09:17:48.686372230,checkout_view,treatment,mobile,paid_search,S_U019396_1783934268
E00023613,U012807,2026-07-13 03:24:07.632811322,purchase,control,tablet,direct,S_U012807_1783912206
E00007620,U004073,2026-07-02 17:38:03.862772388,payment_attempt,control,desktop,direct,S_U004073_1783012923
E00022175,U012021,2026-07-11 08:05:27.106612972,payment_attempt,control,desktop,email,S_U012021_1783756107
E00008536,U004568,2026-07-04 08:27:15.349451760,payment_attempt,treatment,desktop,social,S_U004568_1783152315
E00027677,U015017,2026-07-13 14:52:55.648745320,payment_attempt,treatment,desktop,organic,S_U015017_1783953475
E00035847,U019487,2026-07-01 23:18:32.400046356,checkout_view,control,desktop,email,S_U019487_1782947912
E00016724,U009037,2026-07-11 04:15:48.347166457,checkout_view,treatment,mobile,organic,S_U009037_1783743348
E00020042,U010852,2026-07-07 06:47:44.771028326,payment_attempt,control,mobile,direct,S_U010852_1783405904
E00031870,U017323,2026-07-03 03:19:58.348076828,checkout_view,treatment,mobile,social,S_U017323_1783048798
E00021974,U011915,2026-07-04 22:16:36.202349724,purchase,treatment,mobile,direct,S_U011915_1783202017
E00000765,U000388,2026-07-09 05:17:49.992000864,purchase,control,desktop,email,S_U000388_1783574123
E00003185,U001721,2026-07-08 08:01:44.866054314,payment_attempt,treatment,tablet,paid_search,S_U001721_1783497584
E00002507,U001345,2026-07-12 01:05:03.459014880,checkout_view,treatment,desktop,paid_search,S_U001345_1783818303
E00002456,U001319,2026-07-12 11:35:44.874693880,payment_attempt,treatment,desktop,social,S_U001319_1783855544
E00005874,U003146,2026-07-07 01:24:10.539453992,payment_failure,control,mobile,social,S_U003146_1783386639
E00020883,U011327,2026-07-05 22:57:20.206454180,payment_attempt,treatment,desktop,email,S_U011327_1783291220
E00008309,U004441,2026-07-08 03:04:28.221198550,payment_attempt,control,desktop,direct,S_U004441_1783479388
E00018071,U009765,2026-07-10 22:15:47.762940850,checkout_view,control,desktop,paid_search,S_U009765_1783721747
E00026492,U014395,2026-07-06 02:39:20.497328580,payment_attempt,control,desktop,email,S_U014395_1783305080
E00003923,U002107,2026-07-08 00:02:56.445947776,checkout_view,treatment,desktop,organic,S_U002107_1783468976
E00012787,U006907,2026-07-05 23:26:49.272054770,payment_attempt,treatment,mobile,social,S_U006907_1783292929
E00019836,U010728,2026-07-13 00:24:48.018486254,checkout_view,treatment,mobile,direct,S_U010728_1783902288
E00022714,U012317,2026-07-13 07:06:45.537894884,payment_attempt,treatment,mobile,organic,S_U012317_1783925985
E00023774,U012892,2026-07-12 20:53:54.360932500,payment_failure,control,mobile,email,S_U012892_1783888169
E00004148,U002230,2026-07-05 16:50:54.125864104,payment_attempt,treatment,mobile,direct,S_U002230_1783269834
E00021614,U011725,2026-07-01 13:35:04.959716532,payment_failure,control,mobile,paid_search,S_U011725_1782912003
E00012766,U006896,2026-07-04 14:47:52.396787311,checkout_view,control,tablet,organic,S_U006896_1783176472
E00013764,U007429,2026-07-10 13:43:19.311797934,checkout_view,treatment,mobile,organic,S_U007429_1783690999
E00002165,U001156,2026-07-11 00:55:09.651468496,checkout_view,control,desktop,social,S_U001156_1783731309
E00018073,U009766,2026-07-14 13:42:32.778956060,checkout_view,control,desktop,paid_search,S_U009766_1784036552
E00007169,U003834,2026-07-01 20:46:28.014513972,payment_failure,control,desktop,paid_search,S_U003834_1782938389
E00001639,U000877,2026-07-08 19:50:48.266577610,checkout_view,treatment,mobile,paid_search,S_U000877_1783540248
E00007623,U004075,2026-07-06 03:01:53.845401800,payment_attempt,control,mobile,paid_search,S_U004075_1783306313
E00019784,U010700,2026-07-12 06:08:27.475553535,checkout_view,control,mobile,social,S_U010700_1783836507
E00035629,U019367,2026-07-01 05:36:33.592853310,payment_attempt,control,mobile,paid_search,S_U019367_1782883893
E00021052,U011412,2026-07-03 01:17:24.093444044,payment_attempt,control,mobile,paid_search,S_U011412_1783040604
E00027907,U015144,2026-07-11 07:28:00.047853044,purchase,treatment,mobile,direct,S_U015144_1783754299
E00002665,U001432,2026-07-13 08:20:16.555289732,payment_attempt,control,desktop,direct,S_U001432_1783930696
E00024764,U013430,2026-07-08 00:10:05.496890044,payment_failure,control,desktop,email,S_U013430_1783468394
E00018244,U009857,2026-07-06 08:16:02.268356843,purchase,control,desktop,organic,S_U009857_1783325379
E00012870,U006953,2026-07-01 23:48:16.266531550,payment_attempt,treatment,desktop,social,S_U006953_1782948736
E00021672,U011753,2026-07-08 11:16:53.375797216,payment_attempt,control,mobile,social,S_U011753_1783507973
E00031886,U017333,2026-07-05 18:45:10.684493896,checkout_view,treatment,mobile,organic,S_U017333_1783277110
E00012358,U006671,2026-07-04 20:20:20.455927652,payment_failure,control,desktop,paid_search,S_U006671_1783195612
E00016482,U008903,2026-07-09 20:56:56.214072654,checkout_view,treatment,desktop,email,S_U008903_1783630616
E00004864,U002603,2026-07-13 13:32:33.119420492,checkout_view,treatment,mobile,email,S_U002603_1783949553
E00032193,U017496,2026-07-03 07:37:56.914339842,purchase,treatment,desktop,direct,S_U017496_1782943986
E00014489,U007826,2026-07-12 12:31:55.138798330,payment_attempt,control,desktop,paid_search,S_U007826_1783858795
E00005217,U002793,2026-07-04 00:36:58.224026582,checkout_view,control,mobile,organic,S_U002793_1783125418
E00010232,U005490,2026-07-02 16:41:14.204570900,purchase,control,desktop,paid_search,S_U005490_1783009522
E00030727,U016673,2026-07-09 21:56:43.591014346,payment_attempt,treatment,desktop,paid_search,S_U016673_1783633843
E00010476,U005624,2026-07-01 10:18:13.810095664,checkout_view,treatment,desktop,social,S_U005624_1782901093
E00026332,U014311,2026-07-08 21:20:04.501336778,checkout_view,control,desktop,direct,S_U014311_1783545604
E00028232,U015330,2026-07-13 10:27:56.941206518,checkout_view,treatment,desktop,social,S_U015330_1783938476
E00008440,U004516,2026-07-03 14:42:58.927700544,checkout_view,treatment,mobile,paid_search,S_U004516_1783089778
E00013269,U007173,2026-07-01 20:53:49.249893480,checkout_view,control,mobile,social,S_U007173_1782939229
E00009553,U005130,2026-07-14 23:59:59.000000000,checkout_view,treatment,desktop,social,S_U005130_1784073599
E00024232,U013145,2026-07-06 09:02:24.435270190,checkout_view,treatment,desktop,direct,S_U013145_1783328544
E00028315,U015370,2026-07-07 08:09:30.700980902,payment_attempt,control,mobile,email,S_U015370_1783411650
E00026598,U014453,2026-07-10 05:39:12.810864716,payment_attempt,treatment,mobile,email,S_U014453_1783660752
E00023370,U012671,2026-07-13 14:28:51.252457648,purchase,control,desktop,organic,S_U012671_1783951675
E00012476,U006733,2026-07-13 10:24:22.525207718,checkout_view,treatment,mobile,organic,S_U006733_1783938262
E00002210,U001186,2026-07-03 14:45:45.245085596,payment_attempt,treatment,mobile,paid_search,S_U001186_1783089705
E00007606,U004064,2026-07-05 03:38:12.153879575,payment_attempt,control,mobile,email,S_U004064_1783221492
E00010844,U005810,2026-07-07 05:28:33.846752042,purchase,control,tablet,organic,S_U005810_1783226276
E00001842,U000987,2026-07-07 10:33:32.938805274,purchase,treatment,desktop,paid_search,S_U000987_1783419787
E00025940,U014102,2026-07-01 17:20:07.924709306,payment_attempt,control,mobile,organic,S_U014102_1782925867
E00024007,U013037,2026-07-14 09:28:04.007141794,checkout_view,treatment,mobile,direct,S_U013037_1784021284
E00013520,U007308,2026-07-04 13:11:26.953645782,payment_attempt,control,mobile,direct,S_U007308_1783170386
E00026042,U014163,2026-07-07 18:28:12.948889774,checkout_view,control,mobile,social,S_U014163_1783448892
E00007198,U003852,2026-07-02 21:11:03.327015424,payment_attempt,control,mobile,email,S_U003852_1783025283
E00031084,U016878,2026-07-03 13:02:13.419212484,checkout_view,treatment,desktop,paid_search,S_U016878_1783083733
E00016927,U009141,2026-07-10 09:46:43.361863374,payment_attempt,control,desktop,direct,S_U009141_1783675603
E00015896,U008577,2026-07-06 22:24:12.471796736,purchase,control,mobile,organic,S_U008577_1783375821
E00033503,U018201,2026-07-06 13:05:14.435182236,checkout_view,control,desktop,email,S_U018201_1783343114
E00000696,U000351,2026-07-12 08:35:13.116421974,checkout_view,control,mobile,social,S_U000351_1783845313
E00027249,U014798,2026-07-01 03:17:48.517562946,payment_attempt,treatment,desktop,email,S_U014798_1782874548
E00023976,U013020,2026-07-09 23:32:02.062744424,payment_attempt,control,mobile,organic,S_U013020_1783638842
E00002574,U001378,2026-07-06 16:11:55.917780704,purchase,treatment,desktop,organic,S_U001378_1783352168
E00009592,U005152,2026-07-08 18:24:49.029024582,checkout_view,control,desktop,direct,S_U005152_1783535089
E00019890,U010760,2026-07-02 03:19:34.190384274,checkout_view,treatment,mobile,paid_search,S_U010760_1782962374
E00023154,U012552,2026-07-13 13:05:50.137860834,checkout_view,control,mobile,social,S_U012552_1783947950
E00003299,U001779,2026-07-14 10:21:25.654094308,checkout_view,treatment,desktop,paid_search,S_U001779_1784024485
E00004912,U002627,2026-07-12 13:44:13.402003524,checkout_view,control,mobile,paid_search,S_U002627_1783863853
E00017211,U009299,2026-07-02 11:13:21.778403432,checkout_view,treatment,desktop,paid_search,S_U009299_1782990801
E00001759,U000943,2026-07-06 09:10:37.038830378,checkout_view,control,mobile,direct,S_U000943_1783329037
E00011241,U006034,2026-07-14 15:14:46.949758932,payment_attempt,control,mobile,email,S_U006034_1784040766
E00022309,U012088,2026-07-14 19:40:58.831718534,payment_attempt,treatment,mobile,email,S_U012088_1784057638
E00002952,U001594,2026-07-14 18:58:57.111757948,payment_attempt,control,mobile,direct,S_U001594_1784054997
E00034724,U018860,2026-07-02 19:34:46.937120948,payment_attempt,treatment,mobile,direct,S_U018860_1783020466
E00019495,U010540,2026-07-08 14:35:40.180932580,checkout_view,treatment,mobile,direct,S_U010540_1783521340
E00027632,U014996,2026-07-06 15:02:38.827212110,purchase,control,desktop,organic,S_U014996_1783349402
E00004524,U002436,2026-07-12 21:40:21.395709068,purchase,treatment,desktop,organic,S_U002436_1783891163
E00020047,U010856,2026-07-03 05:01:55.049524306,checkout_view,treatment,mobile,organic,S_U010856_1783054915
E00020186,U010934,2026-07-02 18:47:38.416398296,checkout_view,control,mobile,organic,S_U010934_1783018058
E00001119,U000585,2026-07-11 06:16:43.694006512,payment_attempt,control,mobile,organic,S_U000585_1783750243
E00013391,U007237,2026-07-11 20:58:41.171303316,checkout_view,control,mobile,organic,S_U007237_1783803521
E00032896,U017885,2026-07-04 06:53:40.842802914,payment_attempt,control,desktop,organic,S_U017885_1783146760
E00008883,U004765,2026-07-09 14:33:38.565320002,checkout_error,treatment,mobile,social,S_U004765_1783607477
E00027882,U015128,2026-07-09 11:09:54.212952632,checkout_view,treatment,mobile,social,S_U015128_1783595394
E00008154,U004355,2026-07-15 00:14:59.000000000,payment_attempt,treatment,desktop,organic,S_U004355_1784073599
E00012419,U006704,2026-07-01 17:56:32.433865830,payment_attempt,treatment,mobile,direct,S_U006704_1782927332
E00034941,U018982,2026-07-04 18:06:23.874713766,checkout_view,control,mobile,organic,S_U018982_1783188383
E00018920,U010220,2026-07-08 15:27:32.409235322,payment_attempt,treatment,desktop,email,S_U010220_1783523012
E00031653,U017204,2026-07-04 11:36:54.050582756,checkout_view,treatment,tablet,social,S_U017204_1783165014
E00014192,U007658,2026-07-11 06:23:18.144412968,purchase,treatment,tablet,social,S_U007658_1783749976
E00016452,U008884,2026-07-12 17:26:00.369239926,checkout_view,control,tablet,organic,S_U008884_1783877160
E00016036,U008652,2026-07-06 00:15:17.983547832,checkout_view,treatment,mobile,social,S_U008652_1783296917
E00023975,U013020,2026-07-09 23:14:02.062744424,checkout_view,control,mobile,organic,S_U013020_1783638842
E00027145,U014743,2026-07-03 14:48:05.185029090,payment_attempt,control,mobile,paid_search,S_U014743_1783089305
E00027200,U014771,2026-07-06 02:36:10.872822298,checkout_view,treatment,mobile,organic,S_U014771_1783305370
E00036128,U019641,2026-07-11 12:20:29.226048436,checkout_view,treatment,mobile,social,S_U019641_1783772429
E00020472,U011100,2026-07-12 05:18:18.681333744,payment_attempt,control,mobile,organic,S_U011100_1783832118
E00029065,U015782,2026-07-14 05:31:59.379492638,purchase,control,desktop,paid_search,S_U015782_1784006146
E00020217,U010953,2026-07-04 13:13:19.993199928,checkout_view,treatment,mobile,organic,S_U010953_1783170799
E00022481,U012183,2026-07-07 23:04:15.120687330,payment_attempt,control,mobile,direct,S_U012183_1783464855
E00001839,U000986,2026-07-05 16:07:48.675826924,purchase,control,mobile,organic,S_U000986_1783266594
E00007572,U004049,2026-07-09 12:21:08.918556952,payment_attempt,control,mobile,email,S_U004049_1783598228
E00019185,U010366,2026-07-14 09:01:20.161500006,checkout_view,treatment,mobile,paid_search,S_U010366_1784019680
E00028519,U015491,2026-07-06 06:10:29.314885322,payment_attempt,treatment,mobile,social,S_U015491_1783317629
E00001420,U000754,2026-07-08 22:52:44.784515806,payment_attempt,treatment,desktop,paid_search,S_U000754_1783550924
E00006742,U003605,2026-07-12 13:35:09.814084706,payment_attempt,control,desktop,paid_search,S_U003605_1783862769
E00022538,U012223,2026-07-07 15:29:43.462417790,checkout_view,treatment,desktop,paid_search,S_U012223_1783438183
E00035785,U019453,2026-07-07 15:01:43.707514996,payment_attempt,treatment,mobile,paid_search,S_U019453_1783435963
E00017706,U009566,2026-07-06 07:51:09.143324146,payment_attempt,control,desktop,paid_search,S_U009566_1783324149
E00033254,U018069,2026-07-10 10:34:25.571596508,payment_attempt,control,mobile,paid_search,S_U018069_1783678945
E00008016,U004285,2026-07-11 22:50:15.618820332,checkout_view,treatment,mobile,paid_search,S_U004285_1783810215
E00026281,U014284,2026-07-10 12:26:33.580142984,payment_attempt,control,desktop,social,S_U014284_1783685853
E00028221,U015324,2026-07-09 01:01:54.607024504,checkout_view,treatment,mobile,direct,S_U015324_1783558914
E00014685,U007929,2026-07-10 19:54:20.585756148,payment_attempt,control,desktop,organic,S_U007929_1783712180
E00006254,U003347,2026-07-07 02:48:27.782578936,payment_attempt,control,desktop,paid_search,S_U003347_1783391547
E00014528,U007845,2026-07-05 22:52:45.759663886,payment_attempt,control,mobile,organic,S_U007845_1783291845
E00031673,U017214,2026-07-02 06:22:19.041027970,checkout_view,control,desktop,organic,S_U017214_1782973339
E00009763,U005245,2026-07-09 07:20:53.783727470,payment_attempt,control,mobile,social,S_U005245_1783581353
E00029799,U016165,2026-07-02 05:01:29.204196188,payment_attempt,control,desktop,paid_search,S_U016165_1782967889
E00000568,U000285,2026-07-09 16:40:58.404002846,checkout_view,treatment,mobile,social,S_U000285_1783615258
E00012241,U006608,2026-07-12 21:04:48.284787822,checkout_view,treatment,desktop,direct,S_U006608_1783890288
E00029873,U016202,2026-07-01 08:56:43.751327124,checkout_view,control,mobile,paid_search,S_U016202_1782896203
E00002359,U001269,2026-07-08 03:17:30.389334186,checkout_view,control,mobile,direct,S_U001269_1783480650
E00012846,U006937,2026-07-12 11:22:30.195580440,purchase,control,mobile,email,S_U006937_1783854480
E00031425,U017071,2026-07-01 05:09:02.389256438,checkout_view,treatment,desktop,email,S_U017071_1782882542
E00027382,U014869,2026-07-04 04:39:33.226756572,payment_attempt,control,mobile,direct,S_U014869_1783138773
E00013983,U007556,2026-07-09 18:34:40.349505138,payment_attempt,control,tablet,direct,S_U007556_1783621540
E00005154,U002758,2026-07-11 03:34:15.479669736,payment_attempt,treatment,desktop,direct,S_U002758_1783740015
E00008417,U004505,2026-07-02 09:52:30.954004348,purchase,control,tablet,paid_search,S_U004505_1782983629
E00029017,U015758,2026-07-14 04:38:17.754594190,checkout_view,control,desktop,email,S_U015758_1784003897
E00010927,U005863,2026-07-07 12:57:54.195183644,checkout_view,control,tablet,email,S_U005863_1783429074
E00032419,U017613,2026-07-11 14:03:06.386930912,checkout_view,control,mobile,paid_search,S_U017613_1783778586
E00019865,U010744,2026-07-14 01:10:57.965269286,payment_attempt,treatment,mobile,paid_search,S_U010744_1783990857
E00005340,U002857,2026-07-05 15:50:55.648885678,purchase,treatment,mobile,paid_search,S_U002857_1783265901
E00007072,U003781,2026-07-01 22:33:11.120933520,payment_attempt,treatment,desktop,organic,S_U003781_1782944831
E00021082,U011427,2026-07-14 09:57:38.067417778,checkout_view,control,mobile,organic,S_U011427_1784023058
E00016990,U009177,2026-07-06 20:24:18.647337292,checkout_view,control,desktop,direct,S_U009177_1783369458
E00002425,U001303,2026-07-01 09:34:28.433016428,purchase,treatment,desktop,email,S_U001303_1782897022
E00028723,U015591,2026-07-14 22:55:59.584071908,purchase,treatment,mobile,social,S_U015591_1784069175
E00021757,U011804,2026-07-03 15:56:40.341895792,payment_attempt,control,desktop,organic,S_U011804_1783093060
E00028840,U015657,2026-07-07 06:29:23.199679912,checkout_view,treatment,mobile,social,S_U015657_1783405763
E00035803,U019461,2026-07-04 17:55:52.240109184,payment_attempt,treatment,mobile,direct,S_U019461_1783187632
E00026624,U014465,2026-07-09 15:39:10.476788544,purchase,treatment,tablet,email,S_U014465_1783611265
E00018220,U009846,2026-07-14 02:08:37.158905230,checkout_view,treatment,tablet,email,S_U009846_1783994917
E00011543,U006210,2026-07-13 22:29:11.377776202,checkout_view,control,desktop,direct,S_U006210_1783981751
E00008346,U004458,2026-07-01 19:47:48.719611650,checkout_error,control,desktop,paid_search,S_U004458_1782935253
E00013595,U007348,2026-07-07 05:18:20.796517810,payment_attempt,control,mobile,direct,S_U007348_1783400840
E00024533,U013312,2026-07-02 13:32:11.826179854,checkout_view,treatment,mobile,email,S_U013312_1782999131
E00031718,U017236,2026-07-14 17:16:38.054611563,payment_attempt,control,mobile,email,S_U017236_1784048378
E00005506,U002954,2026-07-08 08:25:38.704311668,payment_attempt,treatment,desktop,paid_search,S_U002954_1783498718
E00018872,U010191,2026-07-03 01:04:07.136358650,payment_attempt,control,desktop,organic,S_U010191_1783040287
E00020617,U011182,2026-07-13 13:16:19.905842456,payment_attempt,treatment,desktop,email,S_U011182_1783947439
E00023851,U012942,2026-07-04 01:04:55.107825730,checkout_view,treatment,tablet,paid_search,S_U012942_1783127095
E00025895,U014080,2026-07-10 21:59:08.767124248,payment_attempt,treatment,tablet,organic,S_U014080_1783720568
E00002699,U001453,2026-07-12 20:16:39.509534366,checkout_view,control,mobile,email,S_U001453_1783887399
E00011693,U006300,2026-07-06 20:28:43.080616870,checkout_view,control,mobile,organic,S_U006300_1783369723
E00004716,U002532,2026-07-07 06:12:45.965771122,payment_attempt,treatment,mobile,social,S_U002532_1783403985
E00007758,U004149,2026-07-06 13:04:57.807544631,payment_attempt,treatment,desktop,organic,S_U004149_1783342677
E00024486,U013285,2026-07-03 02:24:33.807169154,payment_attempt,control,desktop,paid_search,S_U013285_1783044153
E00021377,U011594,2026-07-01 05:46:22.863726282,checkout_view,control,mobile,direct,S_U011594_1782884782
E00016221,U008763,2026-07-10 17:00:06.128213560,purchase,control,mobile,email,S_U008763_1783702394
E00025111,U013632,2026-07-09 00:50:05.487606824,checkout_view,treatment,mobile,direct,S_U013632_1783558205
E00029914,U016227,2026-07-14 13:53:41.658060200,checkout_view,treatment,mobile,organic,S_U016227_1784037221
E00007877,U004216,2026-07-07 23:03:22.644054376,payment_attempt,treatment,mobile,paid_search,S_U004216_1783465222
E00017899,U009675,2026-07-08 23:38:28.398424804,checkout_view,control,desktop,direct,S_U009675_1783553908
E00014497,U007831,2026-07-09 03:51:06.817430134,checkout_view,treatment,mobile,paid_search,S_U007831_1783569066
E00023258,U012611,2026-07-02 17:33:48.365553196,checkout_view,treatment,mobile,paid_search,S_U012611_1783013628
E00013627,U007366,2026-07-14 00:47:23.669142726,checkout_view,control,mobile,direct,S_U007366_1783990043
E00003956,U002122,2026-07-14 03:05:57.009585613,checkout_view,treatment,mobile,email,S_U002122_1783998357
E00020487,U011108,2026-07-11 14:34:27.920082340,checkout_view,treatment,mobile,organic,S_U011108_1783780467
E00023538,U012765,2026-07-04 22:53:08.751511172,checkout_error,treatment,desktop,paid_search,S_U012765_1783205545
E00000272,U000142,2026-07-05 01:09:38.914262266,payment_attempt,treatment,desktop,email,S_U000142_1783212338
E00020252,U010977,2026-07-07 14:10:18.579351700,checkout_view,treatment,mobile,paid_search,S_U010977_1783433418
E00035089,U019055,2026-07-11 18:41:16.030099020,checkout_view,treatment,mobile,organic,S_U019055_1783795276
E00015883,U008571,2026-07-06 15:10:59.775335688,payment_attempt,control,mobile,email,S_U008571_1783349279
E00012839,U006934,2026-07-09 11:27:21.013928222,purchase,treatment,mobile,email,S_U006934_1783596007
E00002804,U001514,2026-07-04 13:04:34.366642494,payment_attempt,treatment,desktop,direct,S_U001514_1783169134
E00010926,U005861,2026-07-04 00:50:14.594446084,checkout_view,treatment,desktop,social,S_U005861_1783126214
E00008107,U004330,2026-07-03 03:37:21.302542348,checkout_view,treatment,mobile,paid_search,S_U004330_1783049841
E00026116,U014205,2026-07-01 05:39:18.875858716,checkout_view,treatment,desktop,social,S_U014205_1782884358
E00027285,U014816,2026-07-03 17:02:59.680963230,checkout_view,treatment,desktop,organic,S_U014816_1783098179
E00013544,U007322,2026-07-10 11:29:42.831315530,payment_attempt,treatment,mobile,direct,S_U007322_1783681542
E00033387,U018137,2026-07-02 12:17:18.393142086,checkout_view,control,desktop,email,S_U018137_1782994638
E00017311,U009351,2026-07-09 05:34:38.408579706,purchase,control,desktop,direct,S_U009351_1783571972
E00024002,U013033,2026-07-01 10:03:13.542376756,payment_attempt,control,mobile,paid_search,S_U013033_1782899473
E00009572,U005141,2026-07-09 01:29:49.985882744,checkout_view,treatment,tablet,paid_search,S_U005141_1783560589
E00015198,U008219,2026-07-10 15:27:52.397669149,payment_attempt,control,mobile,social,S_U008219_1783696012
E00034807,U018910,2026-07-04 23:59:39.990220976,checkout_view,treatment,desktop,paid_search,S_U018910_1783209579
E00016660,U009001,2026-07-03 05:05:13.652778704,purchase,treatment,mobile,paid_search,S_U009001_1783053398
E00020738,U011248,2026-07-07 03:03:32.367163998,checkout_view,treatment,desktop,paid_search,S_U011248_1783393412
E00014898,U008054,2026-07-08 16:14:55.575018452,payment_attempt,treatment,mobile,paid_search,S_U008054_1783527175
E00008610,U004618,2026-07-07 12:04:52.995319870,checkout_view,treatment,mobile,paid_search,S_U004618_1783425892
E00024156,U013113,2026-07-11 22:41:57.437803422,checkout_view,treatment,mobile,paid_search,S_U013113_1783809717
E00011672,U006289,2026-07-08 22:01:30.586120267,checkout_view,control,desktop,paid_search,S_U006289_1783548090
E00027152,U014747,2026-07-01 22:07:25.921979798,checkout_view,control,mobile,organic,S_U014747_1782943645
E00002054,U001100,2026-07-01 06:55:10.690510942,purchase,treatment,desktop,organic,S_U001100_1782888295
E00005702,U003055,2026-07-05 20:54:54.799178974,checkout_view,control,mobile,email,S_U003055_1783284894
E00034240,U018607,2026-07-10 18:50:52.845239822,purchase,treatment,desktop,email,S_U018607_1783708128
E00004130,U002223,2026-07-03 23:28:02.291831628,checkout_view,treatment,mobile,email,S_U002223_1783121282
E00016443,U008880,2026-07-11 11:39:21.890212434,payment_attempt,control,mobile,organic,S_U008880_1783768641
E00016721,U009035,2026-07-07 08:09:51.240692284,payment_attempt,control,mobile,organic,S_U009035_1783410771
E00031203,U016941,2026-07-02 09:22:15.884352942,checkout_view,treatment,mobile,social,S_U016941_1782984135
E00016062,U008661,2026-07-04 03:57:50.961679734,purchase,control,mobile,organic,S_U008661_1782937143
E00030712,U016668,2026-07-01 03:00:07.956818514,purchase,control,mobile,organic,S_U016668_1782873118
E00006346,U003393,2026-07-03 12:25:15.026940208,purchase,control,mobile,paid_search,S_U003393_1783080536
E00032867,U017867,2026-07-09 00:42:15.894394968,payment_attempt,treatment,mobile,paid_search,S_U017867_1783556475
E00016867,U009106,2026-07-10 12:25:29.758446248,checkout_view,control,desktop,social,S_U009106_1783686329
E00020575,U011160,2026-07-08 23:56:20.589334538,checkout_view,treatment,mobile,organic,S_U011160_1783554980
E00016555,U008943,2026-07-08 14:31:25.351728178,payment_attempt,treatment,mobile,direct,S_U008943_1783520485
E00017998,U009725,2026-07-12 13:46:16.653441140,purchase,treatment,mobile,social,S_U009725_1783862528
E00000723,U000366,2026-07-10 01:59:01.944465066,payment_attempt,control,desktop,social,S_U000366_1783648441
E00002688,U001446,2026-07-04 22:00:08.665334072,checkout_view,control,mobile,email,S_U001446_1783202408
E00002186,U001169,2026-07-01 06:32:51.965075706,payment_attempt,control,mobile,direct,S_U001169_1782887031
E00017084,U009229,2026-07-01 18:13:27.137116082,checkout_view,control,mobile,direct,S_U009229_1782929607
