order_id,user_id,experiment_group,purchase_timestamp,order_amount,order_status,status_update_timestamp
O0002799,U010898,control,2026-07-13 06:43:57.061617698,107.37,cancelled,2026-07-20 06:43:57.061617698
O0002800,U010902,treatment,2026-07-10 15:36:05.129620510,94.85,completed,
O0002801,U010908,control,2026-07-11 03:00:32.066802432,52.8,cancelled,2026-07-12 03:00:32.066802432
O0002802,U010915,treatment,2026-07-05 23:29:35.672151194,261.61,completed,
O0002803,U010920,control,2026-07-05 06:07:44.680285094,173.5,completed,
O0002804,U010923,treatment,2026-07-02 01:18:42.039976432,92.6,completed,
O0002805,U010924,control,2026-07-06 17:33:04.125744080,228.51,completed,
O0002806,U010927,treatment,2026-07-13 09:56:59.087942177,84.53,completed,
O0002807,U010931,control,2026-07-14 04:23:54.973706316,56.12,completed,
O0002808,U010941,control,2026-07-14 03:20:11.733374588,96.66,completed,
O0002809,U010944,treatment,2026-07-14 20:07:31.858342894,49.22,completed,
O0002810,U010948,treatment,2026-07-15 00:44:00.147818132,58.2,completed,
O0002811,U010952,control,2026-07-12 22:52:17.207790608,70.96,completed,
O0002812,U010954,treatment,2026-07-08 01:51:30.319750930,115.88,completed,
O0002813,U010959,control,2026-07-12 14:13:32.089869142,40.56,completed,
O0002814,U010960,treatment,2026-07-14 10:43:21.139781900,111.85,completed,
O0002815,U010968,treatment,2026-07-05 20:05:52.689933416,78.02,refunded,2026-07-07 20:05:52.689933416
O0002816,U010977,control,2026-07-07 15:32:03.358326520,146.74,completed,
O0002817,U010979,treatment,2026-07-08 17:23:29.488672164,100.61,refunded,2026-07-12 17:23:29.488672164
O0002818,U010988,control,2026-07-07 02:29:47.431351492,81.2,completed,
O0002819,U010991,control,2026-07-13 21:37:59.095674546,151.25,completed,
O0002820,U010994,treatment,2026-07-01 02:24:35.043644620,203.35,completed,
O0002821,U011007,control,2026-07-01 17:21:01.585679828,124.63,completed,
O0002822,U011012,control,2026-07-14 11:29:36.898098828,133.97,completed,
O0002823,U011018,treatment,2026-07-12 17:14:25.441479052,165.13,completed,
O0002824,U011024,treatment,2026-07-14 23:07:38.882264990,119.16,completed,
O0002825,U011028,treatment,2026-07-09 01:07:22.812334532,47.47,completed,
O0002826,U011029,treatment,2026-07-09 16:53:03.679909103,90.99,completed,
O0002827,U011033,treatment,2026-07-08 20:43:06.263801216,36.19,completed,
O0002828,U011035,treatment,2026-07-07 11:27:45.057434930,66.93,completed,
O0002829,U011037,treatment,2026-07-04 13:06:40.468759190,75.59,completed,
O0002830,U011041,treatment,2026-07-11 21:17:39.731323906,64.27,completed,
O0002831,U011042,control,2026-07-03 14:01:30.283468358,76.08,completed,
O0002832,U011048,treatment,2026-07-13 06:01:44.041538492,124.61,completed,
O0002833,U011052,control,2026-07-10 17:13:22.537381012,45.94,completed,
O0002834,U011059,treatment,2026-07-13 19:39:38.349243822,184.12,completed,
O0002835,U011067,treatment,2026-07-13 15:16:10.070723608,112.38,completed,
O0002836,U011069,treatment,2026-07-02 15:35:04.700988846,60.7,completed,
O0002837,U011072,control,2026-07-11 07:58:14.323707098,93.6,completed,
O0002838,U011075,treatment,2026-07-10 23:28:01.008174758,65.99,completed,
O0002839,U011077,treatment,2026-07-06 23:06:41.515612512,332.96,completed,
O0002840,U011078,treatment,2026-07-04 17:25:08.591812854,79.35,completed,
O0002841,U011079,control,2026-07-09 08:11:51.830798090,53.2,completed,
O0002842,U011080,treatment,2026-07-14 04:50:34.241087134,54.05,completed,
O0002843,U011081,treatment,2026-07-05 05:20:50.353164064,244.55,completed,
O0002844,U011085,control,2026-07-01 13:48:27.883118576,147.35,completed,
O0002845,U011086,treatment,2026-07-09 16:26:09.074453916,28.87,completed,
O0002846,U011087,control,2026-07-07 17:42:31.223961130,67.5,completed,
O0002847,U011089,control,2026-07-05 01:44:53.277779838,50.68,completed,
O0002848,U011090,control,2026-07-09 13:30:48.682133142,91.49,completed,
O0002849,U011091,treatment,2026-07-10 07:56:23.570811534,41.53,completed,
O0002850,U011098,treatment,2026-07-05 23:02:16.955605590,65.89,completed,
O0002851,U011106,control,2026-07-14 05:02:05.591359672,63.37,completed,
O0002852,U011111,control,2026-07-07 16:34:18.297114310,149.68,completed,
O0002853,U011117,treatment,2026-07-03 14:15:44.658239692,59.73,completed,
O0002854,U011119,control,2026-07-07 21:33:38.975496334,40.04,completed,
O0002855,U011125,treatment,2026-07-06 08:18:30.767150668,68.41,completed,
O0002856,U011127,control,2026-07-05 23:46:44.375831124,102.44,completed,
O0002857,U011134,treatment,2026-07-05 09:44:00.211994646,72.34,completed,
O0002858,U011137,control,2026-07-11 03:57:08.361895050,135.62,completed,
O0002859,U011140,treatment,2026-07-09 12:02:28.359956159,42.21,completed,
O0002860,U011147,control,2026-07-13 21:21:57.303533168,38.28,completed,
O0002861,U011149,control,2026-07-14 04:52:50.284051540,89.28,completed,
O0002862,U011157,control,2026-07-08 16:31:37.168969950,50.38,completed,
O0002863,U011166,control,2026-07-09 02:36:06.444861124,98.28,completed,
O0002864,U011167,control,2026-07-14 13:35:18.481859022,158.59,completed,
O0002865,U011172,control,2026-07-05 03:27:52.194924586,97.9,completed,
O0002866,U011177,treatment,2026-07-06 15:11:58.465797662,33.16,completed,
O0002867,U011180,treatment,2026-07-08 23:58:26.996519044,144.59,completed,
O0002868,U011185,control,2026-07-14 21:11:32.294504180,87.0,completed,
O0002869,U011186,treatment,2026-07-10 16:53:17.013846860,63.74,completed,
O0002870,U011192,treatment,2026-07-12 04:42:23.129276284,110.03,completed,
O0002871,U011198,control,2026-07-11 03:01:40.362252664,88.02,completed,
O0002872,U011202,control,2026-07-15 00:44:00.436079378,89.62,completed,
O0002873,U011212,treatment,2026-07-11 03:13:59.459052658,52.0,completed,
O0002874,U011215,treatment,2026-07-14 18:41:55.410547346,77.23,completed,
O0002875,U011225,control,2026-07-02 18:21:25.410948808,121.75,completed,
O0002876,U011228,control,2026-07-09 03:42:04.043355048,93.48,completed,
O0002877,U011229,treatment,2026-07-12 05:18:27.833029914,59.75,completed,
O0002878,U011230,treatment,2026-07-08 11:53:52.119751062,37.39,completed,
O0002879,U011233,control,2026-07-04 07:10:26.503030914,46.1,completed,
O0002880,U011240,treatment,2026-07-11 01:01:56.987974276,71.36,completed,
O0002881,U011243,control,2026-07-08 01:48:03.486562164,127.11,completed,
O0002882,U011246,control,2026-07-07 09:25:57.738492649,137.35,completed,
O0002883,U011247,treatment,2026-07-14 14:13:00.620924248,45.97,completed,
O0002884,U011248,control,2026-07-07 01:50:54.269174736,96.57,completed,
O0002885,U011251,control,2026-07-12 23:56:57.700162422,196.63,completed,
O0002886,U011252,control,2026-07-09 21:14:05.398033922,33.22,completed,
O0002887,U011267,control,2026-07-12 07:51:54.997033102,65.68,completed,
O0002888,U011281,treatment,2026-07-10 16:31:50.129896223,87.87,completed,
O0002889,U011282,control,2026-07-07 09:45:29.637300104,36.73,completed,
O0002890,U011291,treatment,2026-07-11 13:20:56.481723302,116.34,refunded,2026-07-18 13:20:56.481723302
O0002891,U011302,control,2026-07-08 11:11:48.344551920,101.73,completed,
O0002892,U011305,control,2026-07-14 01:25:45.395413370,102.81,completed,
O0002893,U011313,treatment,2026-07-04 17:40:53.223007775,260.8,completed,
O0002894,U011318,treatment,2026-07-05 23:53:18.061322522,51.8,completed,
O0002895,U011321,treatment,2026-07-07 15:01:37.875701978,65.53,completed,
O0002896,U011322,control,2026-07-07 10:02:11.170512074,150.09,completed,
O0002897,U011325,control,2026-07-09 01:36:48.619186052,67.52,completed,
O0002898,U011326,control,2026-07-11 20:27:26.881645254,81.93,completed,
O0002899,U011327,treatment,2026-07-06 00:28:54.441007910,107.1,completed,
O0002900,U011329,treatment,2026-07-09 22:39:09.403009458,48.11,completed,
O0002901,U011330,control,2026-07-12 23:02:58.051950644,89.98,completed,
O0002902,U011331,control,2026-07-08 11:40:16.754344566,136.83,completed,
O0002903,U011334,treatment,2026-07-13 04:19:25.652111644,132.65,completed,
O0002904,U011337,control,2026-07-03 20:39:01.211315122,94.93,completed,
O0002905,U011343,control,2026-07-09 12:47:46.958619450,92.52,completed,
O0002906,U011345,control,2026-07-11 05:39:02.994791436,126.0,completed,
O0002907,U011352,control,2026-07-14 01:49:14.368536536,207.72,completed,
O0002908,U011358,control,2026-07-10 13:34:11.440051772,126.26,completed,
O0002909,U011360,treatment,2026-07-08 02:24:03.851259428,60.23,completed,
O0002910,U011361,treatment,2026-07-09 19:14:36.883154124,89.94,completed,
O0002911,U011368,control,2026-07-11 20:07:34.139926918,96.1,completed,
O0002912,U011373,control,2026-07-04 12:23:17.475081098,131.43,completed,
O0002913,U011381,treatment,2026-07-04 09:20:14.085102437,119.83,completed,
O0002914,U011386,control,2026-07-01 10:19:43.936129260,129.38,completed,
O0002915,U011387,control,2026-07-08 09:05:35.767190474,58.74,completed,
O0002916,U011389,treatment,2026-07-06 21:51:29.676908832,90.73,completed,
O0002917,U011397,control,2026-07-12 21:47:12.994517508,246.34,completed,
O0002918,U011398,control,2026-07-10 20:05:56.410914182,44.59,completed,
O0002919,U011399,control,2026-07-05 23:28:15.721385416,31.02,completed,
O0002920,U011400,control,2026-07-08 04:05:16.701872621,37.83,completed,
O0002921,U011406,treatment,2026-07-11 21:05:39.922892348,111.42,completed,
O0002922,U011408,treatment,2026-07-13 21:28:47.149800298,173.7,completed,
O0002923,U011410,control,2026-07-12 12:46:29.927671488,68.64,completed,
O0002924,U011412,treatment,2026-07-03 02:14:25.770544586,129.87,completed,
O0002925,U011414,control,2026-07-14 23:21:06.245981278,36.68,completed,
O0002926,U011417,treatment,2026-07-12 19:28:25.232483450,194.26,completed,
O0002927,U011422,control,2026-07-06 22:55:38.299303742,118.11,completed,
O0002928,U011424,control,2026-07-08 00:41:12.914666538,153.51,completed,
O0002929,U011426,control,2026-07-09 07:05:09.771772298,98.22,completed,
O0002930,U011428,control,2026-07-06 10:33:56.201754198,79.81,completed,
O0002931,U011430,control,2026-07-15 00:24:29.511463484,101.92,completed,
O0002932,U011449,control,2026-07-10 01:58:34.898302540,85.77,completed,
O0002933,U011450,treatment,2026-07-12 20:48:19.546823334,183.22,completed,
O0002934,U011451,treatment,2026-07-02 18:24:30.371590400,120.97,completed,
O0002935,U011455,control,2026-07-05 06:29:58.934069144,62.25,completed,
O0002936,U011460,control,2026-07-13 17:24:57.671851008,108.78,completed,
O0002937,U011462,treatment,2026-07-12 18:37:16.830434904,78.3,completed,
O0002938,U011464,treatment,2026-07-12 09:05:07.312386728,78.93,completed,
O0002939,U011465,control,2026-07-14 16:39:42.228995688,115.98,completed,
O0002940,U011466,control,2026-07-04 12:13:26.815605222,123.22,completed,
O0002941,U011471,treatment,2026-07-03 12:49:43.431313642,45.55,refunded,2026-07-10 12:49:43.431313642
O0002942,U011472,control,2026-07-11 22:51:57.522382824,59.19,completed,
O0002943,U011474,treatment,2026-07-14 00:25:24.628977662,131.89,completed,
O0002944,U011476,control,2026-07-12 13:27:50.678643346,127.58,completed,
O0002945,U011482,treatment,2026-07-15 00:34:49.799999882,40.22,refunded,2026-07-22 00:34:49.799999882
O0002946,U011487,control,2026-07-04 13:48:39.929835494,132.48,completed,
O0002947,U011496,control,2026-07-12 15:35:24.419482854,36.0,completed,
O0002948,U011498,control,2026-07-04 23:15:01.325653960,50.64,completed,
O0002949,U011513,treatment,2026-07-04 10:05:19.715718384,95.21,completed,
O0002950,U011514,treatment,2026-07-12 20:03:36.386119822,143.41,completed,
O0002951,U011515,treatment,2026-07-02 23:16:08.205813986,74.02,completed,
O0002952,U011518,control,2026-07-10 22:25:48.140062246,66.9,completed,
O0002953,U011524,treatment,2026-07-12 11:47:31.811965040,82.43,completed,
O0002954,U011535,control,2026-07-10 16:41:00.853792482,59.75,completed,
O0002955,U011537,control,2026-07-11 11:43:18.666674258,93.25,completed,
O0002956,U011539,treatment,2026-07-05 02:17:22.349958350,109.66,completed,
O0002957,U011549,control,2026-07-02 19:13:10.903081286,61.59,completed,
O0002958,U011556,treatment,2026-07-09 07:25:00.108983300,113.05,completed,
O0002959,U011563,control,2026-07-06 10:14:02.780183910,104.2,refunded,2026-07-07 10:14:02.780183910
O0002960,U011565,treatment,2026-07-09 15:30:09.465063618,158.8,completed,
O0002961,U011570,control,2026-07-08 15:26:57.522733856,59.06,completed,
O0002962,U011572,treatment,2026-07-11 01:56:55.229970466,96.42,completed,
O0002963,U011575,treatment,2026-07-12 12:00:24.091818662,53.32,completed,
O0002964,U011583,treatment,2026-07-03 11:23:46.554712464,137.08,completed,
O0002965,U011585,control,2026-07-06 19:26:30.652148930,47.61,completed,
O0002966,U011586,control,2026-07-13 16:11:08.738094640,131.94,completed,
O0002967,U011592,treatment,2026-07-01 10:27:33.888741000,93.13,completed,
O0002968,U011595,control,2026-07-14 05:49:47.351390189,166.73,completed,
O0002969,U011596,control,2026-07-13 19:26:10.280215388,82.4,completed,
O0002970,U011599,control,2026-07-03 21:18:38.915848496,73.9,completed,
O0002971,U011601,control,2026-07-05 00:03:31.957649698,86.5,completed,
O0002972,U011603,treatment,2026-07-07 12:57:44.083738484,155.62,completed,
O0002973,U011604,control,2026-07-14 02:59:58.034368950,56.06,completed,
O0002974,U011614,control,2026-07-04 04:39:22.599884942,87.12,completed,
O0002975,U011617,treatment,2026-07-14 21:13:35.620613656,98.11,completed,
O0002976,U011620,treatment,2026-07-08 05:12:37.708136000,59.9,completed,
O0002977,U011622,control,2026-07-03 07:06:21.904068156,51.87,completed,
O0002978,U011624,treatment,2026-07-11 23:44:56.582456994,65.19,completed,
O0002979,U011631,control,2026-07-15 00:22:55.239496118,56.79,completed,
O0002980,U011639,treatment,2026-07-05 11:22:11.957882568,137.38,completed,
O0002981,U011641,control,2026-07-11 11:33:08.928501491,69.36,completed,
O0002982,U011646,treatment,2026-07-09 11:24:06.446210536,81.15,completed,
O0002983,U011648,control,2026-07-14 02:09:06.207766812,113.72,completed,
O0002984,U011649,treatment,2026-07-14 04:32:06.813431200,206.33,completed,
O0002985,U011653,treatment,2026-07-06 13:32:28.588434970,105.24,completed,
O0002986,U011655,treatment,2026-07-06 20:27:38.288765900,67.29,completed,
O0002987,U011661,control,2026-07-13 05:00:45.908414116,187.14,completed,
O0002988,U011669,control,2026-07-03 00:53:05.624422620,55.56,completed,
O0002989,U011671,treatment,2026-07-13 07:37:48.487115976,216.97,completed,
O0002990,U011681,control,2026-07-14 06:50:01.232727780,164.35,completed,
O0002991,U011685,treatment,2026-07-14 17:33:11.269066508,56.85,completed,
O0002992,U011689,treatment,2026-07-10 06:03:23.196003362,43.42,completed,
O0002993,U011690,control,2026-07-11 06:03:25.318461780,74.79,completed,
O0002994,U011700,treatment,2026-07-03 07:15:32.559732280,46.0,completed,
O0002995,U011701,treatment,2026-07-06 05:39:11.531264668,89.29,completed,
O0002996,U011707,control,2026-07-14 18:03:18.754090766,100.73,completed,
O0002997,U011710,treatment,2026-07-09 13:24:26.016124314,148.24,completed,
O0002998,U011719,control,2026-07-08 05:23:34.711445576,52.74,completed,
O0002999,U011723,treatment,2026-07-08 13:49:52.099399074,78.13,completed,
O0003000,U011728,treatment,2026-07-12 15:47:34.279970344,78.07,completed,
O0003001,U011732,control,2026-07-12 08:22:58.489683318,109.09,completed,
O0003002,U011733,treatment,2026-07-13 12:43:33.471997906,71.77,completed,
O0003003,U011734,control,2026-07-14 11:37:20.291428426,70.57,completed,
O0003004,U011741,treatment,2026-07-10 02:55:48.268810846,67.47,completed,
O0003005,U011743,control,2026-07-12 18:11:52.654047996,45.38,completed,
O0003006,U011751,control,2026-07-03 05:20:37.855260806,115.73,completed,
O0003007,U011752,control,2026-07-12 10:19:11.784631346,45.72,completed,
O0003008,U011753,control,2026-07-08 14:58:21.369055618,128.89,completed,
O0003009,U011754,control,2026-07-02 23:30:58.634968724,31.54,completed,
O0003010,U011756,treatment,2026-07-08 19:09:59.622176090,81.18,completed,
O0003011,U011760,treatment,2026-07-15 00:13:39.418133474,55.1,completed,
O0003012,U011763,control,2026-07-03 05:13:33.770783232,91.89,completed,
O0003013,U011769,control,2026-07-10 06:27:27.026569772,70.29,completed,
O0003014,U011771,treatment,2026-07-15 00:23:34.053358298,80.97,completed,
O0003015,U011773,control,2026-07-11 12:53:21.331590456,158.81,completed,
O0003016,U011776,control,2026-07-02 19:37:18.771381020,67.62,completed,
O0003017,U011779,control,2026-07-02 02:43:21.381104960,93.56,completed,
O0003018,U011780,treatment,2026-07-12 13:07:20.183946144,85.56,completed,
O0003019,U011789,control,2026-07-13 23:35:21.944638818,98.54,completed,
O0003020,U011792,treatment,2026-07-07 16:49:39.202693096,78.86,completed,
O0003021,U011796,control,2026-07-10 07:45:35.363927488,41.95,completed,
O0003022,U011804,control,2026-07-03 17:30:59.800988248,85.29,completed,
O0003023,U011814,control,2026-07-05 10:27:35.863841160,94.16,completed,
O0003024,U011815,control,2026-07-04 02:10:26.297731888,103.94,cancelled,2026-07-05 02:10:26.297731888
O0003025,U011816,treatment,2026-07-15 00:20:59.507911808,121.87,completed,
O0003026,U011819,control,2026-07-11 10:40:57.219053122,71.44,completed,
O0003027,U011820,treatment,2026-07-13 14:12:49.834427748,53.54,refunded,2026-07-20 14:12:49.834427748
O0003028,U011825,control,2026-07-10 21:19:38.341243614,57.52,completed,
O0003029,U011826,control,2026-07-10 13:01:01.016959362,68.45,completed,
O0003030,U011827,control,2026-07-05 04:07:39.138370716,101.03,completed,
O0003031,U011831,control,2026-07-13 02:10:56.516892038,75.98,completed,
O0003032,U011835,control,2026-07-06 15:06:11.193069736,58.26,completed,
O0003033,U011836,control,2026-07-13 12:16:06.060321392,52.52,completed,
O0003034,U011838,treatment,2026-07-14 02:50:27.448553774,91.73,completed,
O0003035,U011839,treatment,2026-07-06 16:15:44.122097757,26.12,completed,
O0003036,U011842,treatment,2026-07-05 22:20:20.109148676,75.58,completed,
O0003037,U011843,control,2026-07-11 07:04:04.609549022,133.04,completed,
O0003038,U011849,control,2026-07-12 07:31:21.983920934,145.87,completed,
O0003039,U011852,control,2026-07-03 18:23:34.009018418,60.93,completed,
O0003040,U011853,treatment,2026-07-12 06:24:42.839986164,105.0,completed,
O0003041,U011854,treatment,2026-07-14 05:57:55.834888394,74.14,completed,
O0003042,U011856,treatment,2026-07-01 07:06:10.285587796,115.64,completed,
O0003043,U011859,treatment,2026-07-13 02:36:17.305285168,75.31,completed,
O0003044,U011871,control,2026-07-04 21:47:02.186328636,90.87,completed,
O0003045,U011874,control,2026-07-14 15:04:07.102728612,105.67,completed,
O0003046,U011880,treatment,2026-07-06 23:33:03.456011478,97.7,cancelled,2026-07-13 23:33:03.456011478
O0003047,U011881,treatment,2026-07-01 10:46:24.824949738,101.22,completed,
O0003048,U011884,control,2026-07-14 03:20:06.201804422,101.08,completed,
O0003049,U011886,treatment,2026-07-06 06:55:26.134946772,72.4,completed,
O0003050,U011891,control,2026-07-05 21:19:32.198091984,171.28,completed,
O0003051,U011892,treatment,2026-07-05 12:18:04.782466482,113.51,completed,
O0003052,U011895,treatment,2026-07-14 03:09:34.873963742,52.43,completed,
O0003053,U011900,control,2026-07-13 13:07:09.448867420,46.94,completed,
O0003054,U011901,treatment,2026-07-05 04:35:15.702050790,131.15,completed,
O0003055,U011904,control,2026-07-11 19:43:06.143270178,98.99,completed,
O0003056,U011908,treatment,2026-07-14 13:39:08.201067952,88.89,completed,
O0003057,U011910,treatment,2026-07-15 00:13:45.881548280,28.71,completed,
O0003058,U011911,treatment,2026-07-06 00:29:39.319154426,64.94,completed,
O0003059,U011914,treatment,2026-07-08 15:48:25.206378276,70.43,completed,
O0003060,U011921,control,2026-07-07 02:24:19.374618312,73.48,completed,
O0003061,U011922,treatment,2026-07-14 23:32:34.176467806,119.97,completed,
O0003062,U011923,control,2026-07-14 23:15:17.185631062,55.39,completed,
O0003063,U011926,treatment,2026-07-14 16:35:20.003692734,43.46,completed,
O0003064,U011927,control,2026-07-08 08:51:37.389607204,54.32,completed,
O0003065,U011928,control,2026-07-01 02:49:01.143850522,71.58,completed,
O0003066,U011929,control,2026-07-14 08:01:25.951159706,113.32,completed,
O0003067,U011932,control,2026-07-12 14:51:03.050477110,167.53,completed,
O0003068,U011933,treatment,2026-07-02 04:33:55.648563322,67.57,completed,
O0003069,U011950,treatment,2026-07-13 21:32:32.771112318,63.78,completed,
O0003070,U011954,treatment,2026-07-05 13:57:44.566469774,99.06,completed,
O0003071,U011961,treatment,2026-07-12 01:46:41.986333556,68.42,completed,
O0003072,U011963,control,2026-07-12 14:57:15.995769538,119.24,completed,
O0003073,U011965,control,2026-07-02 06:35:09.119413102,149.44,completed,
O0003074,U011967,treatment,2026-07-14 20:58:50.201729198,155.62,completed,
O0003075,U011973,treatment,2026-07-07 08:52:35.400812872,49.74,completed,
O0003076,U011980,treatment,2026-07-13 21:37:25.164178806,95.37,completed,
O0003077,U011981,control,2026-07-14 20:44:49.539083508,46.64,refunded,2026-07-21 20:44:49.539083508
O0003078,U011987,treatment,2026-07-08 15:54:17.807336342,72.94,completed,
O0003079,U011994,treatment,2026-07-13 09:07:39.743805164,84.82,completed,
O0003080,U011996,treatment,2026-07-04 15:32:09.191259524,43.63,completed,
O0003081,U011998,control,2026-07-12 19:26:35.430041706,117.54,completed,
O0003082,U011999,treatment,2026-07-02 03:39:25.077763272,70.48,completed,
O0003083,U012001,control,2026-07-13 20:08:12.044935100,93.36,completed,
O0003084,U012002,treatment,2026-07-09 05:12:19.295203748,49.24,completed,
O0003085,U012003,control,2026-07-12 05:14:39.772042569,79.84,completed,
O0003086,U012005,treatment,2026-07-04 14:20:35.111392016,82.22,completed,
O0003087,U012006,treatment,2026-07-07 10:55:03.961027692,62.41,completed,
O0003088,U012010,control,2026-07-02 21:37:08.580134418,76.58,completed,
O0003089,U012018,control,2026-07-05 11:32:00.879337172,158.83,completed,
O0003090,U012020,control,2026-07-07 20:56:45.559081096,58.88,completed,
O0003091,U012021,control,2026-07-11 04:15:16.877236372,68.68,completed,
O0003092,U012022,control,2026-07-07 10:53:51.438683864,55.48,completed,
O0003093,U012026,treatment,2026-07-15 00:32:31.844439391,97.81,completed,
O0003094,U012037,control,2026-07-14 17:18:52.175678166,139.63,completed,
O0003095,U012038,control,2026-07-10 07:08:07.628871514,317.12,completed,
O0003096,U012041,control,2026-07-03 11:43:23.789557595,157.81,completed,
O0003097,U012047,control,2026-07-07 21:07:41.550902778,124.84,completed,
O0003098,U012055,control,2026-07-09 19:04:44.705965272,79.29,completed,
O0003099,U012056,control,2026-07-11 20:32:57.953992558,85.66,completed,
O0003100,U012061,treatment,2026-07-02 02:16:14.145774474,152.27,completed,
O0003101,U012072,treatment,2026-07-09 08:40:53.683452616,198.41,completed,
O0003102,U012074,treatment,2026-07-13 14:00:40.418332408,78.8,completed,
O0003103,U012079,control,2026-07-09 10:04:55.454604030,97.94,completed,
O0003104,U012081,treatment,2026-07-06 00:33:29.964516889,95.69,cancelled,2026-07-08 00:33:29.964516889
O0003105,U012082,treatment,2026-07-13 03:28:28.963345518,132.25,completed,
O0003106,U012083,control,2026-07-09 21:24:44.984086722,46.87,completed,
O0003107,U012084,control,2026-07-12 21:16:31.021879976,50.44,completed,
O0003108,U012089,treatment,2026-07-12 14:32:05.524574564,49.6,completed,
O0003109,U012090,treatment,2026-07-03 21:37:40.304743774,44.4,completed,
O0003110,U012093,control,2026-07-09 08:49:26.850942408,74.27,completed,
O0003111,U012102,control,2026-07-08 20:53:41.043785316,108.03,completed,
O0003112,U012111,control,2026-07-08 13:32:47.842614958,100.86,completed,
O0003113,U012112,treatment,2026-07-01 12:50:14.042773600,53.03,completed,
O0003114,U012114,control,2026-07-02 03:30:07.730680092,55.76,completed,
O0003115,U012120,control,2026-07-07 13:50:54.173190856,97.85,completed,
O0003116,U012121,treatment,2026-07-12 14:52:23.472108542,80.32,completed,
O0003117,U012125,treatment,2026-07-12 06:36:56.748751554,54.92,completed,
O0003118,U012129,treatment,2026-07-15 00:27:14.258089826,82.04,completed,
O0003119,U012146,control,2026-07-12 12:57:13.290615134,149.92,completed,
O0003120,U012147,treatment,2026-07-02 19:46:45.171555790,35.8,completed,
O0003121,U012153,treatment,2026-07-02 10:54:53.921468366,145.35,completed,
O0003122,U012156,control,2026-07-12 08:08:00.351446012,58.33,completed,
O0003123,U012157,treatment,2026-07-11 03:40:47.190481854,53.89,completed,
O0003124,U012158,control,2026-07-12 21:22:37.247730630,128.96,completed,
O0003125,U012159,treatment,2026-07-02 18:06:15.488003596,96.89,completed,
O0003126,U012161,treatment,2026-07-14 14:16:47.964965716,40.41,completed,
O0003127,U012176,treatment,2026-07-13 14:36:52.951916072,125.23,completed,
O0003128,U012182,control,2026-07-08 01:21:28.726844792,100.14,refunded,2026-07-13 01:21:28.726844792
O0003129,U012188,treatment,2026-07-14 04:47:17.668688134,105.89,completed,
O0003130,U012190,control,2026-07-05 16:26:25.949501372,65.29,completed,
O0003131,U012196,treatment,2026-07-09 00:37:26.859336732,188.22,completed,
O0003132,U012206,control,2026-07-14 20:43:41.077486002,44.2,completed,
O0003133,U012213,control,2026-07-11 16:20:50.057489266,156.4,completed,
O0003134,U012216,treatment,2026-07-10 00:59:25.623460836,61.54,refunded,2026-07-12 00:59:25.623460836
O0003135,U012217,treatment,2026-07-07 00:29:01.254934924,47.03,completed,
O0003136,U012218,treatment,2026-07-01 16:45:43.768302622,253.64,completed,
O0003137,U012219,treatment,2026-07-14 00:02:18.831592100,143.23,completed,
O0003138,U012223,treatment,2026-07-07 18:16:45.584149808,272.09,completed,
O0003139,U012227,treatment,2026-07-14 22:12:39.212234114,183.0,completed,
O0003140,U012230,treatment,2026-07-04 01:09:46.825346622,75.48,completed,
O0003141,U012232,control,2026-07-13 19:44:21.909552928,81.61,completed,
O0003142,U012244,treatment,2026-07-01 20:03:22.714641618,60.03,completed,
O0003143,U012250,control,2026-07-12 00:34:03.372604412,128.17,completed,
O0003144,U012256,treatment,2026-07-05 12:24:19.620179138,66.68,completed,
O0003145,U012260,treatment,2026-07-10 04:43:37.139954786,131.77,completed,
O0003146,U012273,control,2026-07-10 10:04:19.168712740,52.77,completed,
O0003147,U012277,treatment,2026-07-12 09:30:20.942207404,49.64,completed,
O0003148,U012279,control,2026-07-07 07:01:30.084296740,209.99,completed,
O0003149,U012281,treatment,2026-07-10 13:20:39.200644218,71.6,completed,
O0003150,U012285,control,2026-07-01 03:03:40.816150095,134.7,completed,
O0003151,U012291,control,2026-07-07 01:48:11.874483508,134.91,completed,
O0003152,U012297,treatment,2026-07-07 21:35:35.195332278,123.57,completed,
O0003153,U012302,treatment,2026-07-12 14:33:56.973106514,93.09,completed,
O0003154,U012307,treatment,2026-07-03 08:51:13.760622960,62.79,completed,
O0003155,U012308,treatment,2026-07-14 20:54:26.612716127,77.51,completed,
O0003156,U012311,treatment,2026-07-08 19:23:24.438060418,54.01,completed,
O0003157,U012315,control,2026-07-10 18:11:01.202479112,136.93,completed,
O0003158,U012318,treatment,2026-07-14 16:10:14.376679456,74.97,completed,
O0003159,U012335,treatment,2026-07-10 01:05:25.003020880,184.89,completed,
O0003160,U012336,control,2026-07-14 11:53:46.438909440,155.6,completed,
O0003161,U012339,control,2026-07-12 21:55:55.483724926,76.68,completed,
O0003162,U012340,control,2026-07-14 22:54:21.139504306,146.19,completed,
O0003163,U012343,control,2026-07-15 00:34:43.387366622,165.28,completed,
O0003164,U012344,control,2026-07-14 08:38:18.969305489,114.32,completed,
O0003165,U012353,control,2026-07-05 21:31:04.032752288,166.5,completed,
O0003166,U012359,treatment,2026-07-14 09:28:23.709799452,87.41,completed,
O0003167,U012360,treatment,2026-07-12 05:45:41.335307790,178.86,completed,
O0003168,U012371,control,2026-07-13 20:33:53.942615190,45.43,completed,
