user_id,experiment_group,assignment_timestamp,exposure_timestamp,exposure_date,device_at_exposure,traffic_source_at_exposure,user_type,payment_attempt_timestamp,purchase_timestamp,reached_checkout_view,reached_payment_attempt,reached_purchase,had_payment_failure,had_checkout_error,payment_succeeded,completion_minutes,order_id,order_amount,order_status,mature_order_followup,retained_revenue,refunded_or_cancelled
U007980,control,2026-07-06 12:47:51,2026-07-06 15:01:12.428006688,2026-07-06,desktop,paid_search,returning,2026-07-06 15:25:12.428006688,2026-07-06 15:57:34.389397362,1,1,1,0,0,1.0,56.366016268730164,O0002062,122.63,completed,1,122.63,0
U007981,control,2026-07-13 10:04:10,2026-07-13 12:44:36.987564244,2026-07-13,mobile,organic,new,,,1,0,0,0,0,,,,,,0,0.0,0
U007983,control,2026-07-11 11:31:24,2026-07-11 12:39:29.821644510,2026-07-11,desktop,social,new,2026-07-11 12:59:29.821644510,2026-07-11 13:25:03.539190702,1,1,1,0,0,1.0,45.5619502812624,O0002063,50.53,completed,1,50.53,0
U007984,control,2026-07-07 14:19:15,2026-07-07 20:35:25.101445002,2026-07-07,tablet,email,new,2026-07-07 20:53:25.101445002,,1,1,0,0,0,1.0,,,,,0,0.0,0
U007985,control,2026-07-05 08:48:16,2026-07-05 12:38:34.945420120,2026-07-05,desktop,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U007986,control,2026-07-11 17:15:24,2026-07-11 20:02:16.822541148,2026-07-11,mobile,organic,new,2026-07-11 20:25:16.822541148,2026-07-11 20:42:43.614658320,1,1,1,0,0,1.0,40.44653311371803,O0002064,63.46,completed,1,63.46,0
U007988,treatment,2026-07-14 00:32:03,2026-07-14 02:13:43.324972338,2026-07-14,tablet,direct,new,,,1,0,0,0,0,,,,,,0,0.0,0
U007989,control,2026-07-03 15:10:20,2026-07-03 16:54:41.433690290,2026-07-03,tablet,organic,returning,2026-07-03 16:56:41.433690290,2026-07-03 17:01:37.086836492,1,1,1,0,1,1.0,6.927549764513969,O0002065,65.57,cancelled,1,0.0,1
U007990,control,2026-07-01 07:53:58,2026-07-01 13:14:36.430668136,2026-07-01,mobile,organic,returning,2026-07-01 13:20:36.430668136,2026-07-01 13:41:09.858658432,1,1,1,0,0,1.0,26.557133495807648,O0002066,24.23,completed,1,24.23,0
U007991,control,2026-07-04 13:37:45,2026-07-04 13:40:19.195037214,2026-07-04,desktop,organic,returning,2026-07-04 13:53:19.195037214,,1,1,0,0,0,1.0,,,,,0,0.0,0
U007992,treatment,2026-07-12 03:56:11,2026-07-12 04:48:22.161153068,2026-07-12,mobile,organic,new,2026-07-12 05:06:22.161153068,,1,1,0,0,0,1.0,,,,,0,0.0,0
U007994,treatment,2026-07-12 11:53:17,2026-07-12 16:38:26.071158020,2026-07-12,mobile,organic,returning,2026-07-12 17:00:26.071158020,,1,1,0,0,0,1.0,,,,,0,0.0,0
U007995,control,2026-07-12 18:20:23,2026-07-12 20:06:53.969678690,2026-07-12,mobile,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U007996,treatment,2026-07-09 21:29:00,2026-07-09 22:53:10.985335176,2026-07-09,desktop,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U007997,treatment,2026-07-05 00:17:04,2026-07-05 03:46:07.940536204,2026-07-05,desktop,paid_search,new,2026-07-05 04:08:07.940536204,2026-07-05 04:15:36.156607528,1,1,1,0,0,1.0,29.47026662528515,O0002067,167.54,completed,1,167.54,0
U007998,control,2026-07-09 16:35:13,2026-07-09 17:29:15.849455644,2026-07-09,mobile,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U007999,treatment,2026-07-06 16:58:56,2026-07-06 17:29:53.700211418,2026-07-06,mobile,email,returning,2026-07-06 17:32:53.700211418,2026-07-06 17:44:41.669427848,1,1,1,0,0,1.0,14.799483194947243,O0002068,62.17,completed,1,62.17,0
U008001,treatment,2026-07-04 17:29:24,2026-07-04 19:11:10.938380910,2026-07-04,mobile,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008002,control,2026-07-02 04:57:42,2026-07-02 07:54:16.586593572,2026-07-02,mobile,direct,returning,2026-07-02 08:07:16.586593572,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008003,control,2026-07-02 15:49:15,2026-07-02 19:09:58.106342634,2026-07-02,desktop,social,returning,2026-07-02 19:25:58.106342634,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008004,control,2026-07-05 18:50:50,2026-07-05 23:45:28.337240216,2026-07-05,desktop,paid_search,returning,2026-07-06 00:04:28.337240216,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008005,treatment,2026-07-13 19:29:14,2026-07-13 23:44:48.222091682,2026-07-13,mobile,organic,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008006,control,2026-07-10 20:03:08,2026-07-11 03:22:50.984243342,2026-07-11,desktop,paid_search,returning,2026-07-11 03:45:50.984243342,2026-07-11 03:58:22.310341681,1,1,1,0,0,1.0,35.52209995687008,O0002069,87.1,completed,1,87.1,0
U008007,treatment,2026-07-05 00:27:34,2026-07-05 06:04:19.732465216,2026-07-05,mobile,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008008,control,2026-07-09 11:59:30,2026-07-09 13:41:43.523726466,2026-07-09,desktop,social,returning,2026-07-09 13:43:43.523726466,,1,1,0,1,0,0.0,,,,,0,0.0,0
U008009,treatment,2026-07-13 20:17:09,2026-07-14 03:47:48.554928516,2026-07-14,tablet,email,returning,2026-07-14 03:58:48.554928516,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008010,control,2026-07-02 04:52:30,2026-07-02 06:03:57.402664056,2026-07-02,mobile,organic,returning,2026-07-02 06:12:57.402664056,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008011,treatment,2026-07-11 12:06:18,2026-07-11 13:09:56.239533942,2026-07-11,desktop,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008012,treatment,2026-07-01 13:59:20,2026-07-01 21:28:43.370753366,2026-07-01,desktop,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008013,control,2026-07-01 01:53:53,2026-07-01 03:22:15.393325538,2026-07-01,desktop,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008014,treatment,2026-07-07 07:19:53,2026-07-07 12:44:00.386552042,2026-07-07,mobile,paid_search,returning,2026-07-07 12:53:00.386552042,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008016,treatment,2026-07-09 07:46:39,2026-07-09 08:45:27.922882692,2026-07-09,mobile,organic,returning,2026-07-09 08:51:27.922882692,2026-07-09 09:19:33.754769388,1,1,1,0,0,1.0,34.09719988703728,O0002070,87.59,completed,1,87.59,0
U008017,treatment,2026-07-06 03:22:16,2026-07-06 04:35:51.456725152,2026-07-06,mobile,organic,new,2026-07-06 04:56:51.456725152,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008019,treatment,2026-07-04 11:45:49,2026-07-04 14:40:58.564121950,2026-07-04,desktop,direct,returning,2026-07-04 14:43:58.564121950,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008020,control,2026-07-12 08:50:52,2026-07-12 12:01:30.320030464,2026-07-12,desktop,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008021,control,2026-07-13 04:27:18,2026-07-13 09:52:43.445468214,2026-07-13,mobile,organic,new,2026-07-13 09:59:43.445468214,2026-07-13 10:06:51.090102443,1,1,1,0,0,1.0,14.127416834235191,O0002071,64.63,refunded,1,0.0,1
U008022,treatment,2026-07-09 09:40:29,2026-07-09 15:03:18.218820656,2026-07-09,desktop,social,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008023,control,2026-07-13 07:17:16,2026-07-13 11:12:55.882184092,2026-07-13,mobile,paid_search,new,2026-07-13 11:34:55.882184092,2026-07-13 11:46:23.061885394,1,1,1,0,0,1.0,33.45300033688545,O0002072,115.96,refunded,1,0.0,1
U008024,treatment,2026-07-05 11:41:19,2026-07-05 13:25:14.922627694,2026-07-05,desktop,organic,returning,2026-07-05 13:31:14.922627694,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008025,control,2026-07-13 07:59:32,2026-07-13 08:32:14.858607866,2026-07-13,mobile,paid_search,new,2026-07-13 08:39:14.858607866,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008027,treatment,2026-07-10 20:40:22,2026-07-11 02:26:59.989964566,2026-07-11,mobile,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008028,control,2026-07-11 04:25:23,2026-07-11 06:06:32.317132664,2026-07-11,mobile,organic,returning,2026-07-11 06:19:32.317132664,2026-07-11 06:41:03.828925243,1,1,1,0,0,1.0,34.525199979543686,O0002073,81.62,completed,1,81.62,0
U008029,treatment,2026-07-10 13:13:00,2026-07-10 15:39:05.282067330,2026-07-10,mobile,direct,returning,2026-07-10 15:54:05.282067330,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008030,control,2026-07-07 04:49:41,2026-07-07 08:23:46.137220430,2026-07-07,desktop,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008032,treatment,2026-07-03 17:20:22,2026-07-03 22:39:33.973218436,2026-07-03,desktop,organic,returning,2026-07-03 22:56:33.973218436,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008033,control,2026-07-07 18:55:59,2026-07-07 23:03:27.394141754,2026-07-07,mobile,paid_search,returning,2026-07-07 23:13:27.394141754,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008034,control,2026-07-09 10:17:00,2026-07-09 11:05:03.361174542,2026-07-09,mobile,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008035,treatment,2026-07-03 17:26:38,2026-07-03 20:23:33.530072390,2026-07-03,mobile,direct,returning,2026-07-03 20:37:33.530072390,2026-07-03 20:40:07.749902720,1,1,1,0,0,1.0,16.570333912968636,O0002074,75.74,completed,1,75.74,0
U008036,treatment,2026-07-12 11:35:02,2026-07-12 12:14:05.561353988,2026-07-12,mobile,direct,new,2026-07-12 12:28:05.561353988,2026-07-12 12:33:29.879058218,1,1,1,0,0,1.0,19.405300095677376,O0002075,53.13,completed,1,53.13,0
U008037,control,2026-07-09 11:27:52,2026-07-09 15:01:46.102943662,2026-07-09,mobile,direct,new,2026-07-09 15:24:46.102943662,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008038,treatment,2026-07-07 07:34:51,2026-07-07 08:21:39.007485042,2026-07-07,mobile,organic,returning,2026-07-07 08:37:39.007485042,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008039,treatment,2026-07-14 02:56:08,2026-07-14 03:46:58.749576446,2026-07-14,mobile,organic,returning,2026-07-14 04:06:58.749576446,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008040,treatment,2026-07-11 20:13:00,2026-07-11 21:27:56.575018452,2026-07-11,mobile,paid_search,new,2026-07-11 21:44:56.575018452,2026-07-11 22:01:20.394534720,1,1,1,0,0,1.0,33.39699983596802,O0002076,83.88,completed,1,83.88,0
U008041,control,2026-07-11 11:11:26,2026-07-11 15:36:44.205929474,2026-07-11,mobile,organic,new,2026-07-11 15:45:44.205929474,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008044,control,2026-07-13 10:41:02,2026-07-13 11:15:06.142479548,2026-07-13,desktop,organic,returning,2026-07-13 11:22:06.142479548,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008045,control,2026-07-06 12:22:04,2026-07-06 16:49:32.987318926,2026-07-06,mobile,direct,returning,2026-07-06 17:09:32.987318926,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008047,treatment,2026-07-12 16:33:06,2026-07-12 19:19:13.506579198,2026-07-12,mobile,direct,returning,2026-07-12 19:30:13.506579198,,1,1,0,1,0,0.0,,,,,0,0.0,0
U008048,control,2026-07-02 09:22:44,2026-07-02 10:19:45.968910188,2026-07-02,mobile,direct,returning,2026-07-02 10:33:45.968910188,2026-07-02 10:39:27.489887234,1,1,1,0,0,1.0,19.692016169428825,O0002077,96.42,completed,1,96.42,0
U008049,treatment,2026-07-03 18:28:30,2026-07-03 20:30:59.888855388,2026-07-03,desktop,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008050,control,2026-07-13 23:26:25,2026-07-14 00:52:37.078410340,2026-07-14,mobile,email,new,2026-07-14 00:57:37.078410340,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008051,control,2026-07-01 03:10:10,2026-07-01 04:31:08.388539098,2026-07-01,mobile,social,returning,2026-07-01 04:48:08.388539098,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008053,treatment,2026-07-06 05:26:21,2026-07-06 08:24:24.355315182,2026-07-06,mobile,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008055,treatment,2026-07-03 11:26:49,2026-07-03 16:46:41.036571424,2026-07-03,mobile,direct,returning,2026-07-03 17:02:41.036571424,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008056,treatment,2026-07-04 21:28:57,2026-07-05 00:12:56.148123906,2026-07-05,desktop,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008059,treatment,2026-07-04 11:12:41,2026-07-04 13:02:48.918798062,2026-07-04,desktop,direct,returning,2026-07-04 13:04:48.918798062,2026-07-04 13:11:10.607215310,1,1,1,0,1,1.0,8.361466750502586,O0002078,86.0,completed,1,86.0,0
U008060,control,2026-07-06 06:33:22,2026-07-06 07:59:29.471224756,2026-07-06,desktop,organic,returning,2026-07-06 08:16:29.471224756,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008061,treatment,2026-07-09 14:03:05,2026-07-09 22:02:57.305944208,2026-07-09,mobile,social,new,2026-07-09 22:23:57.305944208,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008062,treatment,2026-07-11 00:38:05,2026-07-11 01:38:31.916491082,2026-07-11,mobile,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008063,control,2026-07-03 01:30:53,2026-07-03 02:57:07.647097982,2026-07-03,mobile,organic,new,2026-07-03 03:10:07.647097982,2026-07-03 03:34:44.055943724,1,1,1,0,0,1.0,37.60681673884392,O0002079,70.66,completed,1,70.66,0
U008065,treatment,2026-07-13 02:36:52,2026-07-13 06:26:13.691057644,2026-07-13,desktop,organic,returning,,,1,0,0,0,1,,,,,,0,0.0,0
U008066,control,2026-07-11 16:13:38,2026-07-11 23:31:34.020256850,2026-07-11,tablet,email,returning,2026-07-11 23:48:34.020256850,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008067,control,2026-07-13 22:25:29,2026-07-14 00:25:26.172916976,2026-07-14,mobile,social,returning,2026-07-14 00:48:26.172916976,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008068,control,2026-07-09 21:32:44,2026-07-09 22:39:28.546774874,2026-07-09,mobile,paid_search,returning,2026-07-09 22:45:28.546774874,,1,1,0,1,0,0.0,,,,,0,0.0,0
U008070,treatment,2026-07-13 22:13:15,2026-07-14 03:18:37.020180690,2026-07-14,mobile,direct,new,2026-07-14 03:31:37.020180690,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008071,control,2026-07-14 10:08:45,2026-07-14 11:13:28.871308242,2026-07-14,mobile,direct,new,2026-07-14 11:29:28.871308242,,1,1,0,1,0,0.0,,,,,0,0.0,0
U008072,control,2026-07-05 14:45:29,2026-07-05 15:56:23.138749550,2026-07-05,mobile,paid_search,returning,2026-07-05 16:00:23.138749550,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008073,control,2026-07-12 19:28:45,2026-07-12 23:54:52.772502065,2026-07-12,desktop,paid_search,returning,2026-07-13 00:14:52.772502065,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008075,treatment,2026-07-11 13:46:51,2026-07-11 14:17:00.394726218,2026-07-11,mobile,paid_search,returning,2026-07-11 14:33:00.394726218,2026-07-11 14:43:07.685409012,1,1,1,0,0,1.0,26.121499836444855,O0002082,151.09,completed,1,151.09,0
U008076,treatment,2026-07-13 13:07:48,2026-07-13 16:09:39.058608990,2026-07-13,mobile,paid_search,returning,2026-07-13 16:32:39.058608990,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008079,control,2026-07-02 17:54:01,2026-07-02 19:39:18.748547668,2026-07-02,desktop,paid_search,returning,2026-07-02 19:49:18.748547668,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008081,treatment,2026-07-11 21:25:03,2026-07-12 00:35:34.057521762,2026-07-12,mobile,paid_search,returning,2026-07-12 00:49:34.057521762,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008083,treatment,2026-07-03 19:41:43,2026-07-03 22:26:50.560899904,2026-07-03,desktop,paid_search,returning,2026-07-03 22:28:50.560899904,2026-07-03 22:37:42.895069120,1,1,1,0,0,1.0,10.872233659029007,O0002083,118.39,refunded,1,0.0,1
U008084,control,2026-07-13 09:48:59,2026-07-13 14:07:27.743143526,2026-07-13,mobile,paid_search,new,2026-07-13 14:25:27.743143526,2026-07-13 15:04:11.651206682,1,1,1,0,0,1.0,56.73180051147938,O0002084,72.98,completed,1,72.98,0
U008085,treatment,2026-07-04 15:17:06,2026-07-04 15:28:29.351913048,2026-07-04,mobile,organic,returning,2026-07-04 15:38:29.351913048,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008086,treatment,2026-07-03 13:21:14,2026-07-03 16:28:27.616142978,2026-07-03,desktop,organic,returning,2026-07-03 16:43:27.616142978,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008087,control,2026-07-08 03:51:57,2026-07-08 06:51:02.915144448,2026-07-08,mobile,email,returning,2026-07-08 07:15:02.915144448,2026-07-08 07:25:56.271486468,1,1,1,0,0,1.0,34.889266937971115,O0002085,58.05,completed,1,58.05,0
U008088,control,2026-07-04 20:54:28,2026-07-05 01:12:25.739099554,2026-07-05,desktop,social,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008089,control,2026-07-03 02:00:06,2026-07-03 08:17:45.886319106,2026-07-03,desktop,direct,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008091,control,2026-07-05 14:44:20,2026-07-05 19:11:04.062668930,2026-07-05,mobile,paid_search,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008092,control,2026-07-10 10:13:28,2026-07-10 12:58:26.818760224,2026-07-10,mobile,paid_search,returning,2026-07-10 13:03:26.818760224,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008093,treatment,2026-07-05 14:26:45,2026-07-05 16:12:09.880046952,2026-07-05,mobile,paid_search,returning,2026-07-05 16:24:09.880046952,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008094,control,2026-07-10 23:20:38,2026-07-10 23:36:41.252811014,2026-07-10,desktop,email,returning,2026-07-10 23:48:41.252811014,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008095,control,2026-07-12 05:49:16,2026-07-12 09:15:14.024440144,2026-07-12,mobile,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008096,treatment,2026-07-05 01:26:38,2026-07-05 02:36:41.073062936,2026-07-05,desktop,organic,returning,2026-07-05 02:56:41.073062936,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008097,treatment,2026-07-07 23:18:56,2026-07-08 03:14:52.023372584,2026-07-08,desktop,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008098,treatment,2026-07-11 22:23:50,2026-07-11 23:40:19.622387192,2026-07-11,desktop,paid_search,returning,2026-07-11 23:52:19.622387192,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008099,control,2026-07-02 23:29:32,2026-07-03 01:25:05.917837604,2026-07-03,mobile,organic,returning,2026-07-03 01:32:05.917837604,2026-07-03 02:16:21.268697156,1,1,1,0,0,1.0,51.255850195884705,O0002086,62.82,completed,1,62.82,0
U008100,control,2026-07-13 19:22:09,2026-07-13 20:48:50.416804200,2026-07-13,mobile,organic,returning,2026-07-13 21:08:50.416804200,2026-07-13 21:13:15.241984776,1,1,1,0,1,1.0,24.41375009715557,O0002087,45.7,completed,1,45.7,0
U008101,treatment,2026-07-14 06:13:07,2026-07-14 06:58:02.309686240,2026-07-14,tablet,paid_search,new,2026-07-14 07:18:02.309686240,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008103,treatment,2026-07-06 09:19:27,2026-07-06 11:53:39.129211314,2026-07-06,mobile,organic,returning,2026-07-06 12:02:39.129211314,2026-07-06 12:15:23.608133508,1,1,1,0,0,1.0,21.74131639301777,O0002088,80.24,cancelled,1,0.0,1
U008104,control,2026-07-07 10:46:58,2026-07-07 12:56:51.825588292,2026-07-07,mobile,social,returning,2026-07-07 13:01:51.825588292,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008105,treatment,2026-07-11 20:50:55,2026-07-11 22:31:19.866049660,2026-07-11,desktop,paid_search,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008106,treatment,2026-07-12 22:42:28,2026-07-13 04:46:48.142705234,2026-07-13,mobile,organic,new,2026-07-13 05:02:48.142705234,2026-07-13 05:52:55.659296043,1,1,1,0,0,1.0,66.12526662647724,O0002089,61.39,refunded,1,0.0,1
U008107,control,2026-07-14 03:05:44,2026-07-14 09:04:24.628562582,2026-07-14,desktop,paid_search,returning,2026-07-14 09:10:24.628562582,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008108,control,2026-07-01 12:09:08,2026-07-01 13:38:24.678102500,2026-07-01,desktop,social,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008109,treatment,2026-07-12 00:55:34,2026-07-12 01:30:45.308052232,2026-07-12,desktop,email,returning,2026-07-12 01:46:45.308052232,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008110,control,2026-07-04 15:58:03,2026-07-04 18:58:12.310603956,2026-07-04,mobile,email,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008111,treatment,2026-07-13 15:23:14,2026-07-13 19:30:04.022228156,2026-07-13,desktop,paid_search,returning,2026-07-13 19:49:04.022228156,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008113,treatment,2026-07-12 11:05:56,2026-07-12 15:20:24.344831408,2026-07-12,mobile,organic,new,2026-07-12 15:41:24.344831408,2026-07-12 15:47:06.966185054,1,1,1,0,0,1.0,26.71034999191761,O0002090,74.09,completed,1,74.09,0
U008116,control,2026-07-12 02:57:55,2026-07-12 06:20:50.090191384,2026-07-12,mobile,organic,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008117,treatment,2026-07-06 09:26:30,2026-07-06 13:18:22.438141110,2026-07-06,mobile,organic,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008118,treatment,2026-07-11 14:15:05,2026-07-11 15:14:46.782424184,2026-07-11,tablet,organic,new,2026-07-11 15:19:46.782424184,,1,1,0,1,0,0.0,,,,,0,0.0,0
U008119,treatment,2026-07-11 05:16:08,2026-07-11 07:25:21.094156178,2026-07-11,mobile,organic,returning,2026-07-11 07:29:21.094156178,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008120,control,2026-07-02 12:08:37,2026-07-02 12:52:04.407016168,2026-07-02,tablet,paid_search,returning,2026-07-02 13:08:04.407016168,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008122,treatment,2026-07-04 01:13:51,2026-07-04 03:31:26.288957970,2026-07-04,mobile,paid_search,returning,2026-07-04 03:44:26.288957970,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008123,treatment,2026-07-12 23:06:55,2026-07-13 04:07:57.089423752,2026-07-13,mobile,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008124,treatment,2026-07-02 16:35:42,2026-07-02 18:02:04.914839772,2026-07-02,mobile,direct,returning,2026-07-02 18:21:04.914839772,2026-07-02 18:35:11.904834384,1,1,1,0,0,1.0,33.11649978160858,O0002091,70.85,completed,1,70.85,0
U008127,treatment,2026-07-05 16:47:24,2026-07-05 19:26:06.853512900,2026-07-05,mobile,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008129,control,2026-07-03 10:45:28,2026-07-03 11:14:09.069937846,2026-07-03,mobile,social,returning,2026-07-03 11:18:09.069937846,2026-07-03 11:45:23.693316526,1,1,1,0,0,1.0,31.243716403841972,O0002092,69.4,completed,1,69.4,0
U008130,treatment,2026-07-13 11:27:54,2026-07-13 12:52:56.219379960,2026-07-13,mobile,email,new,2026-07-13 13:03:56.219379960,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008131,treatment,2026-07-11 14:31:36,2026-07-11 17:07:37.709502360,2026-07-11,desktop,paid_search,returning,2026-07-11 17:14:37.709502360,2026-07-11 17:15:28.851734046,1,1,1,0,0,1.0,7.852366715669632,O0002093,65.03,completed,1,65.03,0
U008132,control,2026-07-12 21:16:04,2026-07-12 22:15:58.170428992,2026-07-12,mobile,email,new,2026-07-12 22:39:58.170428992,2026-07-12 22:47:12.020887996,1,1,1,0,0,1.0,31.230849847197533,O0002094,176.71,completed,1,176.71,0
U008133,treatment,2026-07-11 18:57:47,2026-07-11 22:11:21.700372550,2026-07-11,desktop,social,new,2026-07-11 22:13:21.700372550,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008134,control,2026-07-08 22:28:33,2026-07-09 00:49:17.025955074,2026-07-09,desktop,email,new,2026-07-09 01:02:17.025955074,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008136,control,2026-07-14 04:45:23,2026-07-14 07:40:45.210048890,2026-07-14,mobile,direct,new,2026-07-14 07:52:45.210048890,2026-07-14 08:02:19.101637040,1,1,1,0,0,1.0,21.564866602420807,O0002095,152.67,completed,1,152.67,0
U008137,treatment,2026-07-13 08:36:01,2026-07-13 09:02:51.145891564,2026-07-13,mobile,organic,new,2026-07-13 09:20:51.145891564,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008138,control,2026-07-11 06:13:27,2026-07-11 07:48:56.207317698,2026-07-11,mobile,organic,new,2026-07-11 08:01:56.207317698,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008139,control,2026-07-05 14:52:23,2026-07-05 16:07:08.586034658,2026-07-05,mobile,organic,returning,2026-07-05 16:24:08.586034658,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008140,treatment,2026-07-05 04:18:37,2026-07-05 09:09:22.659888910,2026-07-05,mobile,organic,returning,2026-07-05 09:11:22.659888910,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008141,treatment,2026-07-11 10:10:33,2026-07-11 12:48:45.840329400,2026-07-11,desktop,paid_search,new,2026-07-11 13:02:45.840329400,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008142,control,2026-07-07 04:40:25,2026-07-07 08:09:35.569336906,2026-07-07,desktop,organic,new,2026-07-07 08:16:35.569336906,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008143,control,2026-07-14 03:51:47,2026-07-14 04:41:44.128263026,2026-07-14,mobile,organic,returning,,,1,0,0,0,0,,,,,,0,0.0,0
U008144,control,2026-07-13 11:03:50,2026-07-13 12:04:26.866170452,2026-07-13,desktop,paid_search,new,2026-07-13 12:13:26.866170452,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008145,treatment,2026-07-12 21:32:51,2026-07-12 23:17:43.054983624,2026-07-12,desktop,direct,new,,,1,0,0,0,0,,,,,,0,0.0,0
U008147,treatment,2026-07-08 13:34:58,2026-07-08 18:34:27.331566538,2026-07-08,desktop,paid_search,returning,2026-07-08 18:57:27.331566538,,1,1,0,0,0,1.0,,,,,0,0.0,0
U008150,treatment,2026-07-06 17:04:13,2026-07-06 19:00:51.471062986,2026-07-06,desktop,organic,new,2026-07-06 19:16:51.471062986,2026-07-06 19:19:44.446194340,1,1,1,0,0,1.0,18.882916420698166,O0002096,78.68,completed,1,78.68,0
U008152,treatment,2026-07-04 21:18:59,2026-07-04 22:45:56.082896042,2026-07-04,desktop,organic,returning,2026-07-04 23:00:56.082896042,,1,1,0,0,0,1.0,,,,,0,0.0,0
